"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2017-04",-5.950811,54.587417,"Donegall Avenue","ASBO","BELFAST","335,665"
"2017-03",-6.744188,54.64884,"Coagh Crescent","BURG","COOKSTOWN","10,718"
"2015-04",-7.377131,54.862992,"Berryhill Road","VISO","DUNNAMANAGH",NA
"2017-04",-6.36496,54.376433,"Ann Street","ASBO","BELFAST","335,665"
"2017-03",-6.192257,54.509883,"Willow Lodge","VISO","LISBURN","121,654"
"2015-07",-7.313488,54.613134,"Clonmore Gardens","OTCR","OMAGH","21,325"
"2015-08",-5.934292,54.600173,"Berry Street","THPR","BELFAST","335,665"
"2016-08",-6.348147,54.178629,"Daisy Hill Gardens","ASBO","NEWRY","27,234"
"2017-10",-5.667556,54.426879,"Clay Road","ASBO","KEADY","3,103"
"2015-06",-6.280561,54.865971,"Cullybackey Road","ASBO","BALLYMENA","30,265"
"2015-02",-6.017252,54.57289,"Carrigart Avenue","ROBY","BELFAST","335,665"
"2016-03",-6.026742,54.518273,"Hilden Park","ASBO","LISBURN","121,654"
"2015-07",-5.896511,54.590357,"Jonesboro Park","BURG","BELFAST","335,665"
"2017-10",-5.946673,54.586026,"Dunluce Avenue","ASBO","PORTRUSH","6,621"
"2015-05",-6.532344,54.707746,"Ballyneill Road","VISO","MONEYMORE","1,371"
"2016-01",-6.337039,54.467039,"Brownlow Terrace","OTTH","LURGAN","28,568"
"2016-04",-6.192257,54.509883,"Willow Lodge","VECR","LISBURN","121,654"
"2016-11",-6.6517,55.202727,"Dunluce Avenue","CDAR","PORTRUSH","6,621"
"2015-05",-7.332928,55.011288,"Glenbank Road","VISO","LONDONDERRY",NA
"2015-09",-5.930305,54.598533,"Donegall Place","ASBO","LONDONDERRY",NA
"2017-12",-6.710969,55.169412,"Meadowlands","ASBO","NEWTOWNABBEY","118,261"
"2016-10",-6.693915,54.541095,"Innishmore Park","VISO","COALISLAND","5,789"
"2017-05",-5.931624,54.598465,"Fountain Street","ASBO","STRABANE","17,695"
"2017-01",-7.323753,54.998285,"William Street","ASBO","DONAGHADEE","6,926"
"2017-12",-5.991894,54.557701,"Larkfield Avenue","OTTH","BELFAST","335,665"
"2015-11",-5.927743,54.61485,"Cosgrave Heights","VISO","BELFAST","335,665"
"2017-04",-5.921771,54.59959,"Ann Street","ASBO","BELFAST","335,665"
"2015-04",-5.931754,54.598036,"Fountain Street","OTTH","STRABANE","17,695"
"2017-08",-5.927357,54.5862,"University Street","ASBO","BELFAST","335,665"
"2015-06",-7.353108,55.019967,"Ennis Place","CDAR","LONDONDERRY",NA
"2017-02",-5.999062,54.754506,"Cameron Court","ASBO","BALLYCLARE","18,675"
"2015-06",-7.315726,55.03197,"Lenamore Gardens","ASBO","LONDONDERRY",NA
"2016-02",-5.894305,54.584533,"Loopland Gardens","OTTH","BELFAST","335,665"
"2017-10",-6.047399,54.506129,"Hillsborough Road","BURG","CARRYDUFF","7,123"
"2017-05",-6.412479,54.351048,"Sinton Park","ASBO","TANDRAGEE","3,489"
"2017-02",-6.797413,54.791034,"Strawmore Road","VISO","DRAPERSTOWN","1,638"
"2016-06",-7.311029,54.994899,"Bonds Hill","ASBO","LONDONDERRY",NA
"2015-10",-5.700242,54.597801,"Talbot Street","ASBO","NEWTOWNARDS","28,654"
"2017-03",-6.338388,54.175242,"Marcus Street","OTCR","NEWRY","27,234"
"2016-04",-6.740889,54.648294,"Lime Gardens","VISO","COOKSTOWN","10,718"
"2015-10",-7.593509,54.709135,"John Street","ASBO","OMAGH","21,325"
"2016-08",-7.305014,55.031954,"Cornshell Fields","VISO","LONDONDERRY",NA
"2015-02",-7.54891,54.668283,"Drumquin Road","BURG","CASTLEDERG","2,936"
"2017-03",-5.686568,54.645955,"Meadowvale Crescent","PUBO","BANGOR","62,789"
"2015-05",-5.856241,54.62002,"Glendarragh Mews","SHOP","BELFAST","335,665"
"2015-07",-7.33351,54.987505,"Coshowen","CDAR","LONDONDERRY",NA
"2017-02",-5.935211,54.257572,"Dundrinne Gardens","BURG","CASTLEWELLAN","2,421"
"2017-05",-6.604494,54.750939,"Sperrin View","ASBO","GLEBE","675"
"2015-03",-6.949183,55.045004,"Josephine Avenue","ASBO","LIMAVADY","12,128"
"2015-04",-5.94088,54.614679,"Cliftonpark Court","OTTH","BELFAST","335,665"
"2015-05",-6.333953,54.191075,"Millview Court","VISO","NEWRY","27,234"
"2015-07",-6.933871,55.041916,"Meadowvale Park","BURG","LIMAVADY","12,128"
"2015-08",-5.714,54.327577,"St Patrick'S Avenue","VISO",NA,NA
"2015-03",-5.909203,54.598412,"Mountforde Gardens","VISO","BELFAST","335,665"
"2015-11",-6.1591,54.828603,"Mcneill Park","ASBO","BALLYMENA","30,265"
"2017-11",-5.796356,54.731799,"Victoria Rise","ASBO","CARRICKFERGUS","28,653"
"2015-08",-7.297035,54.588021,"Tudor Grove","VISO","BELFAST","335,665"
"2017-11",-7.326193,54.999053,"Brewsters Close","ASBO","LONDONDERRY",NA
"2015-10",-5.893894,54.601804,"Redcliffe Drive","ASBO","BELFAST","335,665"
"2017-03",-5.887961,54.591152,"Woodcot Avenue","ASBO","BELFAST","335,665"
"2016-04",-5.889531,54.221647,"Burrendale Park Close","OTTH","NEWCASTLE","7,524"
"2016-11",-7.332193,54.99817,"Beechwood Avenue","BURG","LONDONDERRY",NA
"2017-07",-5.933066,54.591086,"Dublin Road","ASBO","OMAGH","21,325"
"2015-08",-5.928635,54.592727,"Ormeau Avenue","ASBO","BELFAST","335,665"
"2017-07",-5.934292,54.600173,"Berry Street","OTTH","BELFAST","335,665"
"2017-11",-5.983375,54.574927,"Andersonstown Road","OTTH","BELFAST","335,665"
"2016-10",-5.869153,54.607894,"Holywood Road","ROBY","BELFAST","335,665"
"2017-05",-6.530729,54.611625,"Ardboe Road","VISO","COOKSTOWN","10,718"
"2015-04",-5.950002,54.690919,"Mossbank","ASBO","NEWTOWNABBEY","118,261"
"2015-06",-6.511688,54.440621,"Derrylettiff Road","OTTH","PORTADOWN","22,611"
"2016-11",-5.705252,54.317652,"Struell Avenue","VISO","DOWNPATRICK","11,012"
"2016-12",-5.978141,54.580374,"Blackstaff Road","SHOP",NA,NA
"2016-05",-5.895921,54.596996,"Stonyford Street","VECR",NA,NA
"2016-04",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST","335,665"
"2017-11",-5.927533,54.599788,"High Street","OTCR","HOLYWOOD","12,657"
"2015-02",-5.932157,54.590702,"Salisbury Court","BITH","BELFAST","335,665"
"2016-09",-5.890075,54.222403,"Burrendale Park Road","OTCR","NEWCASTLE","7,524"
"2016-06",-5.928221,54.608794,"Earl Close","SHOP","BELFAST","335,665"
"2015-10",-6.132778,54.46657,"Kilwarlin Road","BURG","HILLSBOROUGH","3,487"
"2015-08",-7.296574,54.601314,"Campsie Avenue","CDAR","OMAGH","21,325"
"2017-06",NA,NA,"No Location","VISO",NA,NA
"2017-07",-6.648884,54.346057,"Newry Road","VISO","BANBRIDGE","14,634"
"2016-05",-5.902077,54.54348,"Ballylenaghan Park","VISO","BELFAST","335,665"
"2017-05",-5.947141,54.081866,"Annalong Road","ASBO","BALLYMARTIN","426"
"2017-08",-5.961738,54.618905,"Glenbryn Park","Possession of weapons","BELFAST","335,665"
"2015-08",-6.26277,54.880164,"Dunfane Park","VISO","BALLYMENA","30,265"
"2017-08",-6.042839,54.51141,"Market Square","CDAR","DUNGANNON","15,987"
"2017-08",-5.928253,54.591112,"Lindsay Street","CDAR","BELFAST","335,665"
"2016-05",-5.640434,54.251351,"Castle Street","ASBO","DONAGHADEE","6,926"
"2015-03",-5.928966,54.58346,"Rugby Street","ASBO","BELFAST","335,665"
"2015-04",-7.10404,54.678691,"Cashel Road","VECR","BROUGHSHANE","2,965"
"2015-08",-6.213862,54.7285,"Fort Green","ASBO","ANTRIM","21,896"
"2016-09",-5.819484,54.851466,"Main Street","ASBO","BALLYMONEY","11,365"
"2015-12",-7.339677,55.017227,"Liscannor Park","OTCR","LONDONDERRY",NA
"2016-02",-5.895449,54.554246,"Newton Heights","ASBO","BELFAST","335,665"
"2015-03",-5.924404,54.662782,"Carlan Close","ASBO","NEWTOWNABBEY","118,261"
"2016-09",-6.706622,54.449028,"Ridgewood Manor","ASBO","MOY","2,256"
"2016-12",-6.74201,54.647632,"Union Street","VISO","COLERAINE","24,694"
"2015-08",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST","335,665"
"2017-05",-5.956359,54.59619,"Springfield Road","ASBO","BANGOR","62,789"
"2017-01",-5.913227,54.603864,"Queens Road","VISO","BELFAST","335,665"
"2016-07",-5.948835,54.599028,"North Howard Street","BURG","BELFAST","335,665"
"2015-04",-5.979075,54.56401,"Upper Lisburn Road","OTTH","BELFAST","335,665"
"2016-02",-6.026797,54.523216,"Glenmore Park","ASBO","LISBURN","121,654"
"2015-08",-7.632507,54.469327,"Sallys Wood","VISO","IRVINESTOWN",NA
"2017-12",-7.308346,54.982837,"Hollymount Park","BURG","LONDONDERRY",NA
"2016-03",-5.916291,54.656551,"Merville Garden Village","ASBO","NEWTOWNABBEY","118,261"
"2017-06",-5.954735,54.559135,"Malone Road","CDAR","BELFAST","335,665"
"2017-05",-7.319958,54.994473,"Carlisle Road","SHOP","LONDONDERRY",NA
"2015-07",-5.947255,54.684187,"Fairhill Drive","ASBO","NEWTOWNABBEY","118,261"
"2016-09",-6.563297,55.064498,"Millicent Avenue","VISO","BALLYMONEY","11,365"
"2015-10",-6.077247,54.521513,"Rathvarna Avenue","VISO","LISBURN","121,654"
"2017-02",-5.898413,54.678642,"Glenville Park","ASBO","NEWTOWNABBEY","118,261"
"2016-11",-5.889503,54.579273,"Dill Road","ASBO","BELFAST","335,665"
"2015-07",-5.922286,54.604972,"Corporation Square","CDAR","BELFAST","335,665"
"2015-02",-5.923616,54.661807,"Carmeen Drive","OTTH","NEWTOWNABBEY","118,261"
"2016-08",-6.321432,54.458332,"Avenue Road","VISO","LURGAN","28,568"
"2017-06",-6.74516,54.646937,"Brewery Lane","ASBO","COOKSTOWN","10,718"
"2017-02",-7.283708,55.034885,"Springfield Road","BURG","BANGOR","62,789"
"2016-07",-5.902218,54.593709,"Castlereagh Street","VISO","BELFAST","335,665"
"2015-05",-5.924145,54.599478,"Ann Street","ASBO","BELFAST","335,665"
"2015-07",-5.812651,54.717826,"Fergus Avenue","Drugs","CARRICKFERGUS","28,653"
"2016-03",-6.471371,54.87412,"West Road","ASBO","NEWTOWNSTEWART","1,524"
"2017-01",-7.355157,55.019915,"Harty Court","OTTH","LONDONDERRY",NA
"2015-07",-5.946404,54.626103,"Old Westland Road","BURG","BELFAST","335,665"
"2017-05",-6.764453,54.510312,"Shiels Institution","VISO","DUNGANNON","15,987"
"2015-10",-6.36349,54.437338,"Garrymore","CDAR","CRAIGAVON","17,213"
"2016-06",-5.751303,54.306057,"Ballydugan Road","OTTH","DOWNPATRICK","11,012"
"2015-01",-7.358473,54.955194,"Duncastle Park","CDAR","NEW BUILDINGS",NA
"2017-03",-7.308058,55.03861,"Thorndale","ASBO","BANBRIDGE","14,634"
"2017-09",-5.897905,54.598145,"Chamberlain Street","VISO","LONDONDERRY",NA
"2017-02",-6.036982,54.509581,"Union Bridge","VISO",NA,NA
"2015-02",-6.327425,54.473213,"Ennis Close","VISO","LURGAN","28,568"
"2015-07",-5.661103,54.643138,"Ballyminetragh Gardens","ASBO","BANGOR","62,789"
"2017-03",-7.328402,54.998733,"Little Diamond","ASBO","LONDONDERRY",NA
"2017-03",-6.449596,54.431762,"Churchill Park","ASBO","PORTADOWN","22,611"
"2015-11",-7.320265,55.009574,"Richmond Crescent","VISO","BALLYMONEY","11,365"
"2017-06",-5.682277,54.437191,"Clay Road","ASBO","KEADY","3,103"
"2016-02",-6.326732,54.469017,"Antrim Road","BITH","TEMPLEPATRICK","1,518"
"2015-04",-6.783969,54.51289,"Foxborough","ASBO","DUNGANNON","15,987"
"2015-03",-6.702316,54.540269,"The Square","ASBO","COALISLAND","5,789"
"2016-08",-5.858941,54.898225,"Grace Avenue","VECR","BELFAST","335,665"
"2016-09",-6.325867,54.7484,"Kemmilhill Close","ASBO","RANDALSTOWN","5,127"
"2016-12",-5.985872,54.56194,"Finaghy Road North","VISO","BELFAST","335,665"
"2016-11",-6.714501,55.183993,"Parklea","VISO","PORTSTEWART","7,825"
"2015-11",-6.25677,54.420615,"Baird Avenue","VISO","CARRICKFERGUS","28,653"
"2017-01",-6.215174,54.732904,"Glencraig Manor","OTTH","ANTRIM","21,896"
"2015-10",-6.744438,54.647756,"Union Place","ASBO","DUNGANNON","15,987"
"2016-05",-5.955245,54.586306,"Kilburn Street","Drugs","BELFAST","335,665"
"2017-05",-5.872631,54.592267,"Kirkliston Park","ASBO","BELFAST","335,665"
"2016-05",-5.827365,54.733194,"Meadow Hill","OTTH",NA,NA
"2016-06",-5.979429,54.595922,"Springhill Gardens","ASBO","BELFAST","335,665"
"2015-07",-6.579342,54.871209,"Dreenan Road","CDAR","CASTLEDERG","2,936"
"2015-03",-7.314658,54.989152,"Spencer Road","SHOP","CLAUDY","1,347"
"2015-09",-6.013586,54.960383,"Ballymena Road","VECR",NA,NA
"2017-03",-5.67,54.661209,"Central Street","VISO","BANGOR","62,789"
"2017-12",-5.814448,54.712692,"Belfast Road","VISO","BANGOR","62,789"
"2015-08",-6.34264,54.174627,"Corn Market","PUBO","NEWRY","27,234"
"2015-12",-7.722582,54.514125,"Agharainy Road","VISO","KESH","981"
"2017-09",-5.969735,54.60974,"Glencairn Crescent","VECR","BELFAST","335,665"
"2016-01",-6.640691,54.34548,"Drumadd Green","ASBO","ARMAGH","175,621"
"2015-09",-5.638933,54.651945,"Robinson Road","ASBO","BANGOR","62,789"
"2015-02",-5.965383,54.580627,"Boucher Crescent","ASBO","BELFAST","335,665"
"2017-02",-5.661448,54.646299,"Skipperstone Drive","ASBO","BANGOR","62,789"
"2017-11",-5.8564,54.606995,"Strathearn Park","VISO","BANGOR","62,789"
"2016-02",-5.733831,54.557543,"Dermott Crescent","ASBO","COMBER","9,256"
"2017-07",-6.332204,54.4623,"Market Street","ASBO","BALLYMONEY","11,365"
"2015-04",-6.473525,54.253491,"Cusher Green","CDAR","ARMAGH","175,621"
"2017-10",-7.281496,55.004672,"Sperrin Park","ASBO","LONDONDERRY",NA
"2017-02",-5.833456,54.63621,"My Lady'S Mile","ASBO","HOLYWOOD","12,657"
"2015-08",-5.897501,54.58767,"Ardgowan Street","Drugs","BELFAST","335,665"
"2016-01",-6.034789,54.510228,"Gregg Street","VISO","LISBURN","121,654"
"2015-05",-5.69818,54.65323,"Killeen Avenue","OTTH","BANGOR","62,789"
"2016-07",-5.908806,54.675254,"Princes Crescent","VISO","NEWTOWNABBEY","118,261"
"2016-05",-5.950294,54.61342,"St. Columbans Court","ASBO",NA,NA
"2017-06",-6.439995,54.412709,"Carrickdale Gardens","ASBO","PORTADOWN","22,611"
"2015-06",-6.404758,54.423263,"Apple Vale","ASBO","PORTADOWN","22,611"
"2017-11",-6.08141,54.464013,"Hamilton Harty Court","ASBO","HILLSBOROUGH","3,487"
"2016-07",-6.013819,54.713267,"Ballypalady Road","ASBO","BALLYCLARE","18,675"
"2015-11",-5.70894,54.316006,"Ballymote Park","ASBO","DOWNPATRICK","11,012"
"2015-05",-5.921953,54.639756,"Shore Crescent","ASBO","BELFAST","335,665"
"2017-05",-5.697475,54.655822,"Lyndhurst Avenue","ASBO","BANGOR","62,789"
"2017-02",-5.93543,54.595116,"Glengall Street","ASBO","BELFAST","335,665"
"2017-02",-5.695707,54.654764,"Lyndhurst Crescent","ASBO","BELFAST","335,665"
"2015-02",-5.93608,54.59023,"St. Georges Gardens","VISO",NA,NA
"2015-10",-6.250122,55.201111,"Ann Street","VISO","BELFAST","335,665"
"2015-04",-6.669175,55.128494,"Beresford Court","ASBO","ARMAGH","175,621"
"2017-04",-6.073889,54.514757,"Causeway Meadows","ASBO","LISBURN","121,654"
"2016-01",-6.307129,54.317558,"Ashvale Drive","ASBO","HILLSBOROUGH","3,487"
"2016-03",-5.936073,54.599844,"Millfield","OTTH","BALLYMENA","30,265"
"2017-08",-7.319723,54.993609,"Horace Street","ASBO","LONDONDERRY",NA
"2015-02",-7.286242,54.989123,"Pelham Road","ASBO","LONDONDERRY",NA
"2017-11",-5.953204,54.695088,"Uppertown Drive","ASBO","NEWTOWNABBEY","118,261"
"2017-02",-5.805076,54.729046,"Darby Road","VISO","CARRICKFERGUS","28,653"
"2016-11",-5.897717,54.58107,"Haddington Gardens","CDAR","BELFAST","335,665"
"2015-02",-6.263966,54.8556,"Chichester Park East","VISO","BALLYMENA","30,265"
"2016-12",-5.70601,54.328881,"Movilla Road","VISO","NEWTOWNARDS","28,654"
"2015-08",-6.702316,54.540269,"The Square","ASBO","COALISLAND","5,789"
"2015-03",-7.31798,54.995944,"Foyle Street","PUBO","LONDONDERRY",NA
"2015-10",-5.898818,54.304117,"Ballylough Road","OTTH","CASTLEWELLAN","2,421"
"2015-03",-5.956942,54.616677,"Jamaica Street","ASBO","BELFAST","335,665"
"2015-03",-5.938709,54.603717,"Shankill Terrace","PUBO","BELFAST","335,665"
"2016-12",-6.452038,54.427086,"Rose Cottages","VISO","PORTADOWN","22,611"
"2016-03",-6.699716,54.540403,"Washingbay Road","Drugs","COALISLAND","5,789"
"2016-01",-6.66969,55.129973,"Society Street","VISO","COLERAINE","24,694"
"2015-06",-5.728908,54.360288,"Greystown Road","OTTH","DOWNPATRICK","11,012"
"2015-12",-5.921771,54.59959,"Ann Street","VISO","BELFAST","335,665"
"2016-07",-6.026405,54.561746,"Laurelbank","VISO","DUNMURRY",NA
"2015-01",-5.712009,54.324682,"St Patrick'S Avenue","CDAR",NA,NA
"2017-05",-5.939137,54.610265,"Vicinage Park","BURG","BELFAST","335,665"
"2017-06",-7.631062,54.473914,"Bridge Street","VISO","CUSHENDALL","1,410"
"2017-06",-5.695707,54.654764,"Lyndhurst Crescent","ASBO","BELFAST","335,665"
"2016-11",-6.269163,54.521673,"Beechfield Manor","BURG","LURGAN","28,568"
"2016-04",-7.365473,54.515922,"Cavan Road","BURG","CASTLEDERG","2,936"
"2017-11",-6.949222,55.053071,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-09",-7.274341,54.608989,"Knockcarra Grove","ASBO","OMAGH","21,325"
"2016-03",-7.280897,54.999763,"Winchester Park","CDAR","LONDONDERRY",NA
"2017-11",-5.870686,54.58863,"Clara Way","ASBO","BELFAST","335,665"
"2017-02",-6.266835,54.864598,"Demesne Avenue","CDAR","BANGOR","62,789"
"2016-03",-6.279067,54.343684,"Cline Road","VISO","BANBRIDGE","14,634"
"2015-09",-6.185399,54.712013,"Donore Crescent","CDAR","ANTRIM","21,896"
"2015-03",-7.385693,54.936929,"Keery Park","VECR","MAGHERAMASON","411"
"2017-08",-6.080389,54.511832,"Mornington Avenue","CDAR","LISBURN","121,654"
"2017-02",-6.274417,54.349701,"Scarva Street","PUBO","LOUGHBRICKLAND","684"
"2016-01",-7.59422,54.423255,"Baragh Road","Drugs","BALLINAMALLARD","1,347"
"2015-03",-6.861822,54.530565,"Crosscavanagh Road","VISO","DUNGANNON","15,987"
"2016-11",-5.958874,54.608695,"Heather Street","VISO","BELFAST","335,665"
"2015-03",-5.829049,54.459462,"Woodrow Gardens","VISO","SAINTFIELD","3,354"
"2015-03",-6.767941,54.503681,"Castle Gardens","VISO","BELFAST","335,665"
"2016-02",-6.006047,54.569256,"Suffolk Crescent","VISO","BELFAST","335,665"
"2015-07",-5.955366,54.59594,"Springfield Road","VISO","BANGOR","62,789"
"2016-07",-6.674788,54.346812,"Mullacreevie Park","OTTH","ARMAGH","175,621"
"2017-11",-6.443918,54.417305,"Thomas Street","OTCR","BALLYMENA","30,265"
"2017-12",-7.626352,54.342453,"Wickham Place","CDAR","ENNISKILLEN","13,826"
"2017-09",-6.069786,54.528079,"Nettlehill Road","BURG","LISBURN","121,654"
"2015-12",-6.440131,54.420886,"Harford Street","CDAR","PORTADOWN","22,611"
"2017-05",-5.959099,54.591519,"Irwell Court","CDAR","BELFAST","335,665"
"2016-04",-7.31895,55.011534,"Phillip Street","CDAR","LONDONDERRY",NA
"2017-08",-7.30036,55.018983,"Gleneagles","CDAR","LONDONDERRY",NA
"2017-10",-6.339325,54.195031,"Rathmore Road","CDAR","NEWRY","27,234"
"2015-05",-5.697878,54.596355,"Mark Street","ASBO","NEWTOWNARDS","28,654"
"2015-01",-5.833188,54.589114,"Sperrin Drive","VISO","MAGHERAFELT","8,387"
"2015-09",-5.900669,54.408317,"Langley Road","ASBO","BALLYNAHINCH","5,567"
"2015-01",-6.456574,54.415878,"Brownstown Road","CDAR","PORTADOWN","22,611"
"2016-06",-6.524816,55.074045,"Margaret Avenue","ASBO","BALLYMONEY","11,365"
"2017-09",-5.926474,54.592618,"Joy Street","CDAR","BELFAST","335,665"
"2017-04",-6.439922,54.410587,"Tandragee Road","ASBO","PORTADOWN","22,611"
"2017-07",-5.923358,54.600947,"Queens Square","ASBO","BELFAST","335,665"
"2015-03",-6.006916,54.68159,"Park Manor","VECR","BALLYCASTLE","5,765"
"2016-04",-5.95565,54.606942,"Bootle Street","OTTH","BELFAST","335,665"
"2015-08",-5.706735,54.579738,"Blenheim Drive","ASBO","NEWTOWNARDS","28,654"
"2015-10",-5.920936,54.606863,"Clarendon Road","ASBO","BELFAST","335,665"
"2016-02",-6.006181,54.743042,"Mill Road","OTTH","PORTSTEWART","7,825"
"2017-06",-6.014868,54.556085,"The Park","VISO","ARMOY","1,314"
"2015-03",-5.689116,54.650199,"Derwent Drive","CDAR","BANGOR","62,789"
"2016-10",-5.702623,54.312965,"Cloonagh Road","Drugs","DOWNPATRICK","11,012"
"2016-08",-6.240062,54.111398,"Rath Road","VECR","WARRENPOINT","7,651"
"2017-05",-5.716718,54.3293,"Bridge Street","ASBO","CUSHENDALL","1,410"
"2015-06",-6.660878,55.137494,"Artillery Road","ASBO","COLERAINE","24,694"
"2017-05",-5.933461,54.593357,"Hope Street","ASBO","BALLYMENA","30,265"
"2017-02",-5.539475,54.642991,"Moat Street","ASBO","LONDONDERRY",NA
"2017-02",-5.941015,54.604025,"Boundary Walk","VISO","BELFAST","335,665"
"2016-11",-6.025096,54.55619,"Glasvey Park","OTTH","DUNMURRY",NA
"2015-03",-5.648113,54.664703,"Lyle Road","OTTH","BANGOR","62,789"
"2016-08",-6.030363,54.562376,"Sally Gardens Lane","VISO",NA,NA
"2016-03",-5.841828,54.58137,"Lower Braniel Road","ASBO","BELFAST","335,665"
"2017-02",-6.216195,54.720629,"Cossack Court","CDAR","ANTRIM","21,896"
"2016-10",-6.21637,54.811651,"Old Green Road","VECR","KELLS",NA
"2015-11",-7.322721,55.024302,"Carnhill","VISO","LONDONDERRY",NA
"2015-07",-5.66799,54.663003,"Main Street","ASBO","BALLYMONEY","11,365"
"2015-11",-5.989812,54.586499,"Norglen Gardens","VECR","BELFAST","335,665"
"2015-07",-6.652293,54.345754,"Dobbin Street","VECR","ARMAGH","175,621"
"2017-02",-5.865525,54.846849,"Ballyhampton Road","OTTH","LARNE","33,620"
"2017-05",-6.705668,54.24841,"Market Street","Possession of weapons","BALLYMONEY","11,365"
"2015-07",-5.705129,54.327031,"Ardmore Avenue","BURG","OMAGH","21,325"
"2016-07",-6.154939,54.411474,"Bishopshill","ASBO","DROMORE","5,254"
"2016-10",-6.272573,54.860808,"Edward Street","ASBO","LURGAN","28,568"
"2017-11",-6.756895,54.516172,"Lambfield Drive","BURG","DUNGANNON","15,987"
"2015-08",-6.251979,55.201398,"Moyle Road","SHOP","BALLYCASTLE","5,765"
"2015-10",-6.968909,55.008541,"Glenhead Road","CDAR","BALLYMENA","30,265"
"2016-11",-6.965294,54.924905,"Knock Cullen","VISO","DUNGIVEN",NA
"2016-09",-6.280495,54.332671,"Springfields","BURG","PORTADOWN","22,611"
"2017-03",-5.897769,54.572562,"Stracam Corner","ASBO","BELFAST","335,665"
"2015-05",-5.978141,54.580374,"Blackstaff Road","OTTH",NA,NA
"2017-11",-6.339119,54.175351,"The Mall","ASBO","NEWRY","27,234"
"2017-12",-6.056054,54.505298,"Warren Park Drive","Drugs","LISBURN","121,654"
"2015-05",-5.933011,54.599199,"Queen Street","ASBO","LONDONDERRY",NA
"2017-07",-6.288579,54.422247,"New Line","ASBO","WARINGSTOWN","2,562"
"2016-01",-5.932362,54.586663,"India Street","ASBO","BELFAST","335,665"
"2016-07",-5.952885,54.618225,"Torrens Avenue","PUBO","BELFAST","335,665"
"2016-07",-5.951492,54.256988,"Burren Walk","ASBO","CASTLEWELLAN","2,421"
"2016-05",-5.950338,54.615613,"Oldpark Avenue","ASBO","BELFAST","335,665"
"2016-04",-5.954923,54.668935,"Antrim Road","ASBO","TEMPLEPATRICK","1,518"
"2017-05",-6.652977,55.192348,"Caldwell Park","ASBO","PORTRUSH","6,621"
"2017-08",-5.54108,54.646681,"Warren Road","VISO","DONAGHADEE","6,926"
"2016-02",-6.767941,54.503681,"Castle Gardens","ASBO","BELFAST","335,665"
"2017-06",-5.938663,54.60403,"Shankill Terrace","ASBO","BELFAST","335,665"
"2015-02",-5.92591,54.598233,"Victoria Square","OTTH","BELFAST","335,665"
"2017-11",-5.910685,54.58611,"Ravenhill Court","OTTH","BELFAST","335,665"
"2016-12",-5.672662,54.657207,"Abbey Street","ASBO","COLERAINE","24,694"
"2017-01",-5.92735,54.585732,"Magdala Street","BURG","BELFAST","335,665"
"2015-04",-6.416747,54.42281,"Queens Gardens","ASBO","NEWTOWNABBEY","118,261"
"2016-03",-6.667125,54.347428,"Callan Bridge Road","VISO","ARMAGH","175,621"
"2017-12",-7.321006,54.996266,"Castle Street","SHOP","DONAGHADEE","6,926"
"2015-08",-5.987714,54.592637,"Ardmonagh Gardens","VECR","BELFAST","335,665"
"2016-06",-6.27512,54.344293,"Forthill Green","CDAR","BANBRIDGE","14,634"
"2015-09",-7.677843,54.338766,"Greystone Road","ASBO","LIMAVADY","12,128"
"2016-08",-5.891106,54.586876,"Orby Green","CDAR","BELFAST","335,665"
"2017-07",-6.531103,54.093013,"New Road","OTTH","NEWTOWNARDS","28,654"
"2016-08",-5.977077,54.572503,"Stockmans Way","BITH","BELFAST","335,665"
"2015-12",-5.958014,54.600522,"Clonard Gardens","VISO","BELFAST","335,665"
"2015-10",-6.655438,55.208778,"Causeway View","ASBO","PORTRUSH","6,621"
"2017-05",-6.22097,54.619723,"Cairn Gardens","ASBO","CRUMLIN","5,126"
"2017-09",-5.931179,54.593507,"Bedford Street","VISO","BELFAST","335,665"
"2016-05",-7.314723,55.013783,"Farren Park","VISO","LONDONDERRY",NA
"2015-10",-7.613874,54.354874,"Loane Drive","ASBO","ENNISKILLEN","13,826"
"2015-02",-5.967182,54.593578,"Clowney Street","VISO","BELFAST","335,665"
"2015-08",-7.287204,54.978934,"Ivy Mead","CDAR","LONDONDERRY",NA
"2015-11",-6.329301,54.464641,"Castle Lane","SHOP","COMBER","9,256"
"2015-12",-5.949525,54.609624,"Baden Powell Street","VISO","BELFAST","335,665"
"2015-07",-7.213844,54.980601,"Lettershendony Avenue","CDAR","DRUMAHOE","1,369"
"2017-03",-6.664975,54.258091,"Dundrum Road","CDAR","NEWCASTLE","7,524"
"2015-04",-6.746765,54.637071,"Drumcree","VISO","COOKSTOWN","10,718"
"2015-12",-5.980996,54.597403,"Springmadden Court","CDAR","BELFAST","335,665"
"2015-06",-7.63568,54.356945,"Kilmacormick Road","ASBO","ENNISKILLEN","13,826"
"2015-12",-5.927533,54.599788,"High Street","ASBO","HOLYWOOD","12,657"
"2015-02",-5.982673,54.575373,"Andersonstown Road","ASBO","BELFAST","335,665"
