"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2016-09",-5.92577,54.600378,"Church Lane","ROBY","PORTADOWN","22,611"
"2015-12",-6.323297,54.752713,"Neillsbrook Park","CDAR","RANDALSTOWN","5,127"
"2015-10",-8.077457,54.483454,"Boa Island Road","VECR","KESH","981"
"2016-07",-7.349309,54.990043,"Circular Road","VISO","CASTLEROCK","1,288"
"2017-05",-5.834382,54.331254,"Loughinisland Road","OTTH","DOWNPATRICK","11,012"
"2017-08",-5.932499,54.598004,"College Street","BURG","ARMAGH","175,621"
"2016-03",-5.663461,54.66279,"Alfred Street","ASBO","BELFAST","335,665"
"2015-08",-6.195513,54.720125,"Carnbrock Drive","ASBO","ANTRIM","21,896"
"2017-06",-6.639251,54.340217,"Ashley Avenue","ASBO","BELFAST","335,665"
"2016-12",-5.880714,54.590962,"Orangefield Lane","VISO","BELFAST","335,665"
"2015-07",-7.277115,55.005831,"Garvagh Court","PUBO","LONDONDERRY",NA
"2015-09",-6.071862,54.509271,"Moira Park","ASBO","BANGOR","62,789"
"2016-11",-5.695707,54.654764,"Lyndhurst Crescent","ASBO","BELFAST","335,665"
"2017-03",-5.675871,54.661798,"Bryansburn Lane","ASBO","BANGOR","62,789"
"2016-12",-5.978141,54.580374,"Blackstaff Road","SHOP",NA,NA
"2016-11",-7.638098,54.344322,"Townhall Street","OTTH","NEWTOWNSTEWART","1,524"
"2016-04",-6.217296,54.721346,"Repulse Court","ASBO","ANTRIM","21,896"
"2017-04",-5.906707,54.590067,"London Road","ASBO","BELFAST","335,665"
"2017-02",-5.950441,54.579998,"Chadwick Street","SHOP","BELFAST","335,665"
"2015-07",-5.905507,54.595347,"Mountpottinger Road","CDAR","BELFAST","335,665"
"2017-10",-7.359531,55.032846,"Benview Estate","CDAR","LONDONDERRY",NA
"2016-08",-7.624201,54.355796,"Lower Chanterhill Road","CDAR","ENNISKILLEN","13,826"
"2015-11",-5.75934,54.39618,"The Square","VISO","COALISLAND","5,789"
"2015-09",-6.271412,54.86646,"Broadway Avenue","CDAR","BALLYMENA","30,265"
"2016-12",-5.653896,54.399217,"The Old Mill","CDAR","HILLSBOROUGH","3,487"
"2015-01",-5.922422,54.64786,"Whitewell Crescent","Drugs","NEWTOWNABBEY","118,261"
"2015-08",-5.939684,54.61323,"Brucevale Park","ASBO","BELFAST","335,665"
"2016-11",-7.321434,54.99219,"Wapping Lane","CDAR","LONDONDERRY",NA
"2017-07",-5.874324,54.609665,"Invernook Park","OTTH","BELFAST","335,665"
"2016-11",-5.95079,54.598612,"Conway Street","ASBO","LISBURN","121,654"
"2016-03",-5.742289,54.55417,"Straiddorn Green","ASBO","COMBER","9,256"
"2015-11",-5.988849,54.585629,"Gransha Rise","OTTH","BELFAST","335,665"
"2017-07",-5.988449,54.584643,"Gransha Way","BURG","BELFAST","335,665"
"2017-04",-7.319963,54.996961,"Shipquay Street","VISO","LONDONDERRY",NA
"2015-09",-6.203921,54.708282,"Moylena Park","ASBO","ANTRIM","21,896"
"2016-11",-6.218029,54.714214,"Railway Street","VISO","COMBER","9,256"
"2017-01",-5.930121,54.631433,"Lansdowne Road","ASBO","BELFAST","335,665"
"2016-12",-5.931597,54.607845,"Victoria Parade","ASBO","BELFAST","335,665"
"2017-01",-5.92193,54.577032,"Haywood Avenue","VISO","BELFAST","335,665"
"2017-10",-6.211672,54.708092,"Greenvale Manor","ASBO","ANTRIM","21,896"
"2015-12",-6.435102,54.42632,"Carrickblacker Road","VISO","PORTADOWN","22,611"
"2016-04",-6.712767,55.185691,"Lever Road","ASBO","PORTSTEWART","7,825"
"2017-12",-6.719536,54.488678,"Derrycreevy Road","VECR","DUNGANNON","15,987"
"2017-10",-5.908498,54.589226,"London Road","VISO","BELFAST","335,665"
"2017-03",-5.950441,54.579998,"Chadwick Street","SHOP","BELFAST","335,665"
"2016-03",-6.056002,54.502485,"Beechland Drive","VISO","LISBURN","121,654"
"2015-09",-7.350132,55.016421,"Drummard Close","CDAR","LONDONDERRY",NA
"2015-05",-6.386817,54.881704,"Killyless Road","OTTH","CULLYBACKEY","245"
"2015-02",-6.479379,54.873717,"Gortgole Road","ASBO","PORTGLENONE","1,187"
"2017-07",-6.029591,54.576785,"Spruce Hill","CDAR","BELFAST","335,665"
"2017-10",-5.992062,54.63067,"Mill Avenue","VISO","SPAMOUNT","356"
"2015-08",-5.941305,54.614219,"Cliftonpark Court","ASBO","BELFAST","335,665"
"2015-11",-5.959955,54.569152,"Myrtlefield Park","VECR","BELFAST","335,665"
"2017-10",-5.697475,54.655822,"Lyndhurst Avenue","SHOP","BANGOR","62,789"
"2015-04",-5.90768,54.591315,"My Ladys Road","ASBO","BELFAST","335,665"
"2017-05",-5.981993,54.60008,"Springfield Park","VISO","BELLAGHY","1,067"
"2017-05",-7.467857,54.827798,"Eden Terrace","ASBO","JONESBOROUGH","287"
"2015-08",-6.018463,54.560691,"Brooklands Grange","VISO","DUNMURRY",NA
"2017-04",-6.757799,54.649556,"Derramore View","ASBO","COOKSTOWN","10,718"
"2016-04",-5.953434,54.580165,"Great Northern Street","BURG","BELFAST","335,665"
"2015-12",-6.530442,54.445055,"Drumanphy Road","OTTH","PORTADOWN","22,611"
"2017-11",-6.139844,54.628844,"Dundrod Road","Drugs","CRUMLIN","5,126"
"2015-03",-5.876587,54.600387,"Ferguson Drive","BURG","BELFAST","335,665"
"2016-03",-6.275819,54.868688,"Thomas Street","ASBO","BALLYMENA","30,265"
"2016-12",-6.287597,54.34749,"Limewood","ASBO","BANBRIDGE","14,634"
"2016-09",-6.334306,54.463704,"Church Place","VISO","LURGAN","28,568"
"2015-10",-6.943699,55.03937,"Woodland Walk","ASBO","LIMAVADY","12,128"
"2017-01",-5.92641,54.601179,"Hill Street","VISO","BELFAST","335,665"
"2016-01",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST","335,665"
"2017-11",-5.889179,54.212934,"Main Street","VISO","BALLYMONEY","11,365"
"2017-02",-6.779061,54.346511,"Esker Park","VISO","ARMAGH","175,621"
"2017-09",-5.931513,54.599137,"Castle Street","VISO","DONAGHADEE","6,926"
"2015-12",-6.278223,54.865264,"Mill Street","SHOP","NEWTOWNSTEWART","1,524"
"2017-04",-7.449785,54.829442,"Ballee Grove","ASBO","STRABANE","17,695"
"2017-06",-5.700543,54.64844,"Ravara Gardens","CDAR","BANGOR","62,789"
"2017-07",-6.536439,54.989391,"Bendooragh Road","ASBO","BALLYMONEY","11,365"
"2015-10",-6.40621,54.43348,"Lisnisky Lane","ASBO","PORTADOWN","22,611"
"2015-04",-6.023751,54.557156,"Glasvey Close","OTTH","DUNMURRY",NA
"2015-12",-6.345557,54.17712,"Patrick Street","ASBO","NEWRY","27,234"
"2017-11",-7.319963,54.996961,"Shipquay Street","VISO","LONDONDERRY",NA
"2015-11",-5.599741,54.638558,"Bailie Gardens","VISO","BANGOR","62,789"
"2015-05",-7.451718,54.825759,"Mount Carmel Heights","VISO","STRABANE","17,695"
"2015-11",-7.327805,54.998936,"Creggan Street","VISO","LONDONDERRY",NA
"2017-05",-5.935484,54.587938,"University Road","BURG","BELFAST","335,665"
"2016-05",-6.418672,54.440418,"Kernan Avenue","BURG","PORTADOWN","22,611"
"2017-11",-6.034019,54.508904,"Sloan Street","OTTH","LISBURN","121,654"
"2015-04",-6.347227,54.174429,"John Martin Street","VISO","NEWRY","27,234"
"2015-05",-6.713193,54.547132,"Brackaville Road","ASBO","COALISLAND","5,789"
"2017-08",-5.923664,54.633236,"Lowwood Park","ASBO","BELFAST","335,665"
"2017-03",-5.899136,54.584751,"Titania Street","SHOP","BELFAST","335,665"
"2016-02",-5.896949,54.598083,"Hornby Parade","VISO","BELFAST","335,665"
"2017-04",-6.44462,54.197533,"Carrowbane Road","CDAR","ARMAGH","175,621"
"2017-03",-5.82677,54.732132,"Windslow Drive","BURG","CARRICKFERGUS","28,653"
"2016-10",-5.989058,54.591122,"Norglen Parade","CDAR","BELFAST","335,665"
"2015-04",-5.9534,54.57127,"Cranmore Gardens","ASBO","BELFAST","335,665"
"2017-11",-5.928592,54.599366,"Corn Market","ASBO","NEWRY","27,234"
"2016-11",-5.933077,54.578337,"Stranmillis Street","ASBO","BELFAST","335,665"
"2015-10",-6.146416,54.410553,"Meeting Street","ASBO","DROMORE","5,254"
"2017-10",-5.908498,54.589226,"London Road","VISO","BELFAST","335,665"
"2015-05",-5.920871,54.575657,"Sunnyside Street","BURG","BELFAST","335,665"
"2017-07",-5.699252,54.593389,"Mill Street","BURG","NEWTOWNSTEWART","1,524"
"2015-10",-6.319143,54.190932,"Annsville","CDAR","NEWRY","27,234"
"2017-07",-6.188447,54.712913,"Rathmore Gardens","ASBO","ANTRIM","21,896"
"2016-05",-5.83955,54.850711,"Linn Road","OTTH","LARNE","33,620"
"2015-10",-7.633845,54.471479,"Roundabout","VISO",NA,NA
"2015-09",-6.274224,54.85315,"Lettercreeve","OTTH","BALLYMENA","30,265"
"2016-02",-5.926802,54.598958,"Ann Street","VECR","BELFAST","335,665"
"2017-08",-5.935304,54.623596,"Glanleam Drive","Possession of weapons","BELFAST","335,665"
"2017-12",-5.921379,54.623376,"St. Aubyn Street","VISO",NA,NA
"2016-05",-5.933965,54.578208,"Stranmillis Road","ASBO","BELFAST","335,665"
"2015-11",-5.962153,54.600088,"Springfield Crescent","ASBO","DUNGANNON","15,987"
"2016-02",-6.48183,54.384824,"Brompton Park","VECR","BELFAST","335,665"
"2017-02",-5.668438,54.6322,"Breezemount Rise","ASBO","NEWTOWNARDS","28,654"
"2016-11",-5.822134,54.721294,"Town Park","ASBO","CARRICKFERGUS","28,653"
"2017-08",-6.23916,55.203568,"Strand Court","CDAR","BALLYCASTLE","5,765"
"2015-12",-6.016466,54.555015,"Cherry Walk","VISO","ENNISKILLEN","13,826"
"2016-10",-7.62241,54.344777,"Tempo Road","SHOP","ENNISKILLEN","13,826"
"2016-02",-6.005932,54.064632,"Church Meadow","VECR","KILKEEL","69,258"
"2015-05",NA,NA,"No Location","OTCR",NA,NA
"2017-02",-5.668506,54.659688,"Market Street","SHOP","BALLYMONEY","11,365"
"2017-07",-6.753721,54.49262,"Ballynorthland Park","OTTH","DUNGANNON","15,987"
"2017-10",-6.034518,54.527106,"Clonmore Manor","VECR","LISBURN","121,654"
"2016-12",-5.894963,54.597267,"Albertbridge Road","SHOP","BELFAST","335,665"
"2016-12",-6.929263,55.045181,"Fiddlers Way","VISO","LIMAVADY","12,128"
"2016-05",-7.286046,54.986993,"Manorwood","ASBO","LONDONDERRY",NA
"2017-02",-5.958754,54.612637,"Brookfield Place","ASBO","BELFAST","335,665"
"2015-05",-7.361914,54.184056,"Moorlough Road","VISO","LISNASKEA","2,744"
"2016-08",-5.951194,54.609068,"St. Marys Court","VISO",NA,NA
"2015-11",-5.910496,54.591903,"Ravenhill Road","OTTH","BELFAST","335,665"
"2017-11",-6.185615,54.66165,"Grove View","CDAR","CRUMLIN","5,126"
"2016-09",-7.350585,55.016459,"Drumard Park","CDAR","LONDONDERRY",NA
"2015-09",-5.939056,54.586435,"Minds Way","CDAR","BELFAST","335,665"
"2016-12",-5.928756,54.601911,"Donegall Street","ASBO","BELFAST","335,665"
"2017-09",-7.310228,54.988804,"Fountain Hill","ASBO","LONDONDERRY",NA
"2016-07",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE","17,695"
"2017-09",-5.93528,54.58585,"University Square Mews","ASBO","BELFAST","335,665"
"2016-05",-5.93895,54.598042,"Galway Street","ASBO","BELFAST","335,665"
"2017-09",-6.659743,55.148432,"Woodburn Crescent","VISO","COLERAINE","24,694"
"2016-04",-5.863614,54.577426,"Lower Braniel Road","VISO","BELFAST","335,665"
"2016-06",-5.927434,54.549955,"Dunseverick Avenue","ASBO","BELFAST","335,665"
"2015-02",-6.025991,54.51464,"Huguenot Drive","ASBO","LISBURN","121,654"
"2016-01",-6.343747,54.161102,"Ardaveen Avenue","VISO","NEWRY","27,234"
"2017-10",-6.00256,54.064226,"Newcastle Street","Drugs","KILKEEL","69,258"
"2015-05",-5.931624,54.598465,"Fountain Street","ASBO","STRABANE","17,695"
"2017-02",-5.844413,54.858803,"Lindara Drive","ASBO","LARNE","33,620"
"2016-12",-6.057713,54.509386,"Longstone Street","OTTH","LISBURN","121,654"
"2017-01",-6.36561,54.444859,"Hillcrest Manor","CDAR","CRAIGAVON","17,213"
"2015-06",-6.05333,54.510959,"Brookvale Rise","CDAR","LISBURN","121,654"
"2015-02",-7.302011,54.600025,"High Street","VISO","HOLYWOOD","12,657"
"2015-02",-5.948244,54.614463,"Ballymena Court","CDAR","BELFAST","335,665"
"2015-01",-5.923058,54.577662,"Ava Street","BURG","BELFAST","335,665"
"2016-04",-5.930421,54.609362,"Victoria Parade","CDAR","BELFAST","335,665"
"2015-06",-7.32179,54.998831,"Sackville Street","ASBO","LONDONDERRY",NA
"2015-11",-6.683059,54.332941,"Monaghan Street","BURG","NEWRY","27,234"
"2017-06",-6.686517,54.985544,"Coleraine Road","OTTH","BALLYMONEY","11,365"
"2017-05",-5.932453,54.597689,"College Street Mews","ASBO","BELFAST","335,665"
"2015-08",-5.922687,54.59497,"Friendly Street","ASBO","BELFAST","335,665"
"2017-04",-7.316304,55.014529,"Farren Park","ASBO","LONDONDERRY",NA
"2017-11",-6.655919,54.351032,"Dawson Street","Drugs","ARMAGH","175,621"
"2015-11",-5.921364,54.644005,"Shore Road","OTTH","GLYNN","2,156"
"2017-11",-5.672822,54.642214,"Balloo Crescent","OTTH","BANGOR","62,789"
"2015-11",-5.903841,54.590134,"Willowfield Avenue","ASBO","COLERAINE","24,694"
"2017-10",-5.991402,54.05837,"Harbour Road","ASBO","KILKEEL","69,258"
"2015-05",-6.304343,54.144506,"Greenan Road","CDAR","TRILLICK","2,265"
"2015-11",-5.951641,54.609399,"Danube Street","Drugs","BELFAST","335,665"
"2017-08",-5.93543,54.595116,"Glengall Street","OTTH","BELFAST","335,665"
"2017-12",-6.064871,54.504298,"Lissue Court","CDAR","LISBURN","121,654"
"2017-06",-5.829007,54.585975,"Lochinver Drive","CDAR","BELFAST","335,665"
"2015-04",-7.355852,55.014601,"Barrs Lane","ASBO",NA,NA
"2016-03",-5.989477,54.629711,"Mill Avenue","ASBO","SPAMOUNT","356"
"2015-07",-5.96475,54.595487,"Beechmount Link","VISO","BELFAST","335,665"
"2015-05",-6.460048,54.749379,"Duneane Crescent","OTTH","TOOME","911"
"2016-02",-6.652957,55.193399,"Glencoe Gardens","VISO","PORTRUSH","6,621"
"2015-05",-5.934694,54.599272,"Divis Street","VISO","BELFAST","335,665"
"2016-08",-5.936066,54.601201,"Wilson Street","ASBO","LISBURN","121,654"
"2017-04",-7.345649,55.016244,"North Meadows","Drugs","LONDONDERRY",NA
"2016-06",-5.585207,54.622418,"Ballyhay Road","CDAR","DONAGHADEE","6,926"
"2016-11",-6.449284,54.368625,"Laurel Grove","OTTH","LISBURN","121,654"
"2016-03",-6.74201,54.647632,"Union Street","VISO","COLERAINE","24,694"
"2017-06",-5.93106,54.689455,"Ballyfore Park","VISO","NEWTOWNABBEY","118,261"
"2016-06",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST","335,665"
"2016-09",-7.307808,54.985996,"Gelvin Gardens","CDAR","LONDONDERRY",NA
"2016-08",-5.68261,54.654523,"Beechwood Avenue","VECR","LONDONDERRY",NA
"2016-12",-6.656095,54.354574,"Banbrook Hill","ASBO","ARMAGH","175,621"
"2017-01",-6.36349,54.437338,"Garrymore","Drugs","CRAIGAVON","17,213"
"2017-02",-5.910525,54.597393,"Anderson Court","VISO","BELFAST","335,665"
"2015-07",-6.523025,55.20368,"Bridge Street","OTTH","CUSHENDALL","1,410"
"2015-05",-7.276112,55.019883,"Gransha Park","VISO","BELFAST","335,665"
"2015-12",-5.926364,54.599049,"Telfair Street","OTTH","BELFAST","335,665"
"2015-11",-7.308735,54.993844,"Carlin Terrace","ASBO","LONDONDERRY",NA
"2016-06",-5.889043,54.211988,"Downs Road","ASBO","NEWCASTLE","7,524"
"2017-01",-5.917032,54.59693,"Mays Meadow","ASBO","BELFAST","335,665"
"2017-07",-5.94704,54.624838,"Westland Way","Possession of weapons","BELFAST","335,665"
"2016-03",-5.828984,54.848842,"Inver Gardens Mews","ASBO","LARNE","33,620"
"2015-07",-7.321935,54.996721,"Magazine Street","OTTH","LONDONDERRY",NA
"2015-01",-7.32043,55.011812,"Dunvale Close","CDAR","LONDONDERRY",NA
"2015-09",-6.603248,54.824061,"Quarry Road","BURG","CARRICKMORE","619"
"2015-05",-5.665878,54.642547,"Balloo Way","VISO","BANGOR","62,789"
"2015-03",-5.932382,54.585657,"Botanic Avenue","ASBO","BELFAST","335,665"
"2017-12",-6.395529,54.196997,"O'Donoghue Park","OTTH","BESSBROOK","2,817"
"2015-10",-6.668109,55.131797,"Society Street","SHOP","COLERAINE","24,694"
"2015-09",-6.032939,54.519156,"Belfast Road","Drugs","BANGOR","62,789"
"2016-02",-5.68362,54.59318,"Upper Movilla Street","ASBO","NEWTOWNARDS","28,654"
"2017-07",-5.86568,54.593816,"Pasadena Gardens","CDAR","BELFAST","335,665"
"2015-11",-5.922462,54.574174,"Ailesbury Drive","CDAR","BELFAST","335,665"
"2015-09",-5.924849,54.597496,"Seymour Street","SHOP","LISBURN","121,654"
"2017-04",-7.297481,54.985174,"Irish Street","VISO","KILLYLEAGH","2,501"
"2016-03",-5.923232,54.627119,"York Park","ASBO","BELFAST","335,665"
"2015-10",-6.668335,54.571685,"Lisaclare Road","ASBO","STEWARTSTOWN","621"
"2015-11",-5.907713,54.587038,"Federation Street","CDAR",NA,NA
"2017-12",-5.960159,54.592292,"Broadway","ASBO","BELFAST","335,665"
"2015-12",-6.306068,54.380383,"Church View Way","CDAR","LAWRENCETOWN","631"
"2016-05",-6.217296,54.721346,"Repulse Court","VISO","ANTRIM","21,896"
"2015-05",-5.931754,54.598036,"Fountain Street","Drugs","STRABANE","17,695"
"2017-02",-6.350375,54.15883,"Chancellors Road","ASBO","NEWRY","27,234"
"2016-09",-5.920474,54.682949,"Hillside View","ASBO","NEWTOWNABBEY","118,261"
"2017-07",-5.83955,54.850711,"Linn Road","ASBO","LARNE","33,620"
"2015-03",-6.347281,54.172301,"Barcroft Park","VISO","NEWRY","27,234"
"2015-06",-6.944498,55.044093,"Greystone Park","VISO","COLERAINE","24,694"
"2016-04",-5.979862,54.604042,"Highcliff Gardens","BURG","BELFAST","335,665"
"2016-09",-6.2783,54.875165,"Sandown Park","VISO","BALLYMENA","30,265"
"2017-06",-5.993975,54.580485,"Coolnasilla Park East","ASBO","BELFAST","335,665"
"2017-06",-6.652938,54.345779,"Dobbin Street","CDAR","ARMAGH","175,621"
"2015-08",-6.269352,54.848732,"Lanntara","CDAR","BALLYMENA","30,265"
"2016-06",-5.916164,54.695337,"Oaklands Avenue","CDAR","NEWTOWNABBEY","118,261"
"2015-05",-7.2985,54.994791,"Lincoln Court","ASBO","LONDONDERRY",NA
"2015-06",-5.899136,54.584751,"Titania Street","SHOP","BELFAST","335,665"
"2016-11",-6.555125,54.370109,"Woodlawn Heights","VISO","RICHHILL","2,961"
"2016-11",-6.004046,54.551028,"Kingsway","VISO","DUNMURRY",NA
"2017-12",-5.943432,54.589861,"Bentham Drive","ASBO","BELFAST","335,665"
"2015-04",-6.370253,54.449055,"Legahory Centre","Drugs","CRAIGAVON","17,213"
"2016-04",-6.975453,54.411378,"Lettice Street","ASBO","AUGHNACLOY","1,021"
"2017-11",-6.666585,55.197214,"Covehill Court","BURG","PORTRUSH","6,621"
"2016-12",-5.927665,54.662056,"Rathmore Way","OTTH","NEWTOWNABBEY","118,261"
"2015-10",-5.944712,54.597314,"Lady Street","VISO","BELFAST","335,665"
"2017-01",-5.931361,54.577418,"Ridgeway Street","ASBO","BELFAST","335,665"
"2015-06",-5.905728,54.400022,"Croob Park","ASBO","BALLYNAHINCH","5,567"
"2017-10",-5.930851,54.601812,"North Street","SHOP","BALLYCASTLE","5,765"
"2017-11",-5.934882,54.589437,"Donegall Road","VISO","BELFAST","335,665"
"2015-01",-7.30036,55.018983,"Gleneagles","ASBO","LONDONDERRY",NA
"2017-05",-7.31933,55.006659,"Baronet Street","ASBO","LONDONDERRY",NA
"2015-06",-5.940387,54.658131,"Antrim Road","VISO","TEMPLEPATRICK","1,518"
"2015-06",-5.89915,54.601904,"Medway Street","ASBO","BELFAST","335,665"
"2017-05",-6.274224,54.85315,"Lettercreeve","OTTH","BALLYMENA","30,265"
"2015-04",-5.978593,54.629943,"Wolfend Drive","VISO",NA,NA
"2016-12",-7.185296,54.553731,"Church Road","BITH",NA,NA
"2016-04",-6.225262,54.713466,"Lough Road","VECR","LISBURN","121,654"
"2017-02",-6.779428,54.501552,"Woodburn Crescent","THPR","COLERAINE","24,694"
"2016-10",-6.444229,54.41642,"Thomas Street","ASBO","BALLYMENA","30,265"
"2017-09",-6.00735,54.058303,"Melrose Park","ASBO","LURGAN","28,568"
"2017-10",-5.778353,54.726555,"Larne Road","ASBO","BALLYMENA","30,265"
"2017-02",-5.940123,54.586148,"Lisburn Road","VISO",NA,NA
"2016-02",-6.187219,54.720953,"Sussex Square","ASBO","ANTRIM","21,896"
"2015-05",-7.641433,54.346371,"Halls Lane","OTTH","ENNISKILLEN","13,826"
"2016-11",-8.084953,54.482308,"Boa Island Road","VISO","KESH","981"
"2015-11",-5.964217,54.604301,"Dhu Varren Parade","VISO","BELFAST","335,665"
"2015-10",-6.212491,54.59171,"Lynnwood Mews","ASBO",NA,NA
"2016-01",-7.308892,55.029209,"Liscloon Drive","VISO","LONDONDERRY",NA
"2015-04",-5.825392,54.849029,"Inver Road","CDAR","NEWTOWNBUTLER","973"
"2017-11",-5.935468,54.590085,"St. Georges Gardens","VISO",NA,NA
"2016-08",-6.016546,54.539023,"River Mews","ASBO","DUNMURRY",NA
"2016-04",-5.695214,54.595846,"North Street","ASBO","BALLYCASTLE","5,765"
"2015-09",-6.004988,54.547576,"Glenburn Road","BURG","NEWTOWNARDS","28,654"
"2017-02",-5.890513,54.221934,"Burrendale Park Road","CDAR","NEWCASTLE","7,524"
"2015-06",-6.451167,54.419546,"Fitzroy Street","VISO","PORTADOWN","22,611"
"2017-03",-6.208271,54.715184,"Kilbride Gardens","ASBO","ANTRIM","21,896"
"2017-11",-5.931754,54.598036,"Fountain Street","BURG","STRABANE","17,695"
"2016-02",-5.630021,54.659947,"Ballymaconnell Road South","VISO","BANGOR","62,789"
"2017-02",-5.935169,54.588355,"Lisburn Road","VISO",NA,NA
"2016-01",-7.593242,54.707903,"Meetinghouse Lane","CDAR","CASTLEDERG","2,936"
"2015-01",-6.144152,54.417373,"Mountview Drive","ASBO",NA,NA
"2015-11",-5.863533,54.597588,"Ardgreenan Drive","ASBO","BELFAST","335,665"
"2015-09",-6.184973,54.732986,"Bush Road","CDAR","ANTRIM","21,896"
"2015-11",-5.940732,54.604739,"Boundary Way","CDAR","BELFAST","335,665"
"2015-03",-6.295974,54.871327,"Old Cullybackey Road","BURG","CULLYBACKEY","245"
"2017-03",-5.923999,54.598389,"Victoria Square","CDAR","BELFAST","335,665"
"2015-03",-6.272573,54.860808,"Edward Street","CDAR","LURGAN","28,568"
"2017-10",-5.913227,54.603864,"Queens Road","VISO","BELFAST","335,665"
"2016-12",-6.000975,54.579361,"Clonelly Avenue","CDAR","BELFAST","335,665"
"2015-04",-5.790618,54.501761,"Dickson Park","BURG","BALLYGOWAN","3,181"
"2015-07",-5.969508,54.555844,"Upper Malone Gardens","ASBO","BELFAST","335,665"
"2017-04",-5.992198,54.582648,"Aitnamona Crescent","ASBO","BELFAST","335,665"
"2016-12",-5.672822,54.642214,"Balloo Crescent","ASBO","BANGOR","62,789"
"2015-06",-6.193383,54.70729,"Belmont Heights","VISO","ANTRIM","21,896"
"2015-08",-5.542393,54.639564,"Beechfield Drive","ASBO","COLERAINE","24,694"
"2015-07",-5.921031,54.660541,"Glenmount Drive","VISO","NEWTOWNABBEY","118,261"
"2017-09",-5.840734,54.862071,"Linn Road","VISO","LARNE","33,620"
"2017-08",-5.924968,54.600625,"High Street","VISO","HOLYWOOD","12,657"
"2016-11",-6.261297,54.872021,"Fisherwick Gardens","VISO","BALLYMENA","30,265"
"2015-08",-6.670259,54.698648,"Mountview Heights","ASBO",NA,NA
"2016-07",-5.927049,54.612979,"Glenrosa Link","ASBO","BELFAST","335,665"
"2015-09",-7.309657,54.995654,"Clooney Mews","CDAR","LONDONDERRY",NA
"2017-03",-6.653673,55.187083,"Magheraboy Avenue","CDAR","PORTRUSH","6,621"
"2015-04",-6.487129,54.398511,"Dobbin Road","SHOP","RICHHILL","2,961"
"2015-11",-5.923546,54.551946,"Castledillon Road","SHOP","BELFAST","335,665"
"2016-07",-5.933398,54.597974,"College Street","ASBO","ARMAGH","175,621"
"2016-08",-5.643016,54.649679,"Hanover Square","ASBO","COAGH","553"
"2015-11",-5.962623,54.599045,"Millennium Way","ASBO","BELFAST","335,665"
"2017-01",-6.488227,54.963566,"Finvoy Road","VISO","BALLYMONEY","11,365"
"2016-08",-6.941795,55.040395,"Glenview Drive","ASBO","LIMAVADY","12,128"
"2015-10",-6.122367,54.487092,"Kesh Road","ASBO","IRVINESTOWN",NA
"2015-07",-7.335445,55.027291,"The Meadows","VISO","BROUGHSHANE","2,965"
"2016-12",-5.658713,54.398196,"Grove Park","ASBO","BANGOR","62,789"
"2016-05",-6.442074,54.423696,"High Street","SHOP","HOLYWOOD","12,657"
"2015-02",-6.029174,54.514908,"Low Road","VISO","LARNE","33,620"
"2017-12",-6.950053,55.041068,"Roemill Court","ASBO","LIMAVADY","12,128"
"2015-10",-5.938026,54.615691,"Allworthy Avenue","OTTH","BELFAST","335,665"
"2015-01",-5.928966,54.58346,"Rugby Street","ASBO","BELFAST","335,665"
"2016-03",-5.947415,54.588806,"Donegall Road","ASBO","BELFAST","335,665"
"2017-12",-6.061331,54.52036,"Adlon Gardens","ASBO","LISBURN","121,654"
"2017-04",-5.64089,54.662828,"Fruithill Park","ASBO","BELFAST","335,665"
"2017-01",-5.911246,54.688118,"Hollybank Court","ASBO","NEWTOWNABBEY","118,261"
"2016-05",-5.923682,54.664171,"Carnreagh Bend","VISO","NEWTOWNABBEY","118,261"
"2017-01",-5.933537,54.601939,"Winetavern Street","Drugs","BELFAST","335,665"
"2015-01",-6.023044,54.559948,"Stewartstown Road","VISO","COALISLAND","5,789"
"2017-04",-6.659019,54.600618,"Mountjoy Road","VISO","OMAGH","21,325"
"2016-05",-5.83863,54.583353,"Helens Lea","ASBO","BELFAST","335,665"
"2017-05",-7.31358,54.593902,"O'Kane Park","VISO","STRABANE","17,695"
"2015-12",-5.939321,54.621005,"Rosemount Gardens","OTTH","BELFAST","335,665"
"2015-04",-6.313448,54.285203,"Carrick Road","BURG","BANBRIDGE","14,634"
"2015-07",-7.179601,55.019181,"Dellwood","VISO",NA,NA
"2015-11",-7.319076,54.607542,"Hunters Crescent","OTTH",NA,NA
"2016-06",-7.614179,54.353483,"Cherry Walk","ASBO","ENNISKILLEN","13,826"
"2016-08",-7.307208,54.599228,"James Street","VISO","COLERAINE","24,694"
"2016-02",-5.936846,54.625869,"Skegoneill Avenue","VISO","BELFAST","335,665"
"2017-04",-6.220542,54.705374,"Cedarmount","ASBO","ANTRIM","21,896"
"2016-10",-6.028937,54.551553,"Lagmore Grove","VISO","DUNMURRY",NA
"2017-05",-6.46079,54.421762,"Ardmore Crescent","SHOP","PORTADOWN","22,611"
"2015-11",-6.528265,54.295896,"Coolmillish Way","BURG","MARKETHILL","1,713"
"2016-09",-6.218029,54.714214,"Railway Street","ASBO","COMBER","9,256"
